<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
GBPUSD,20040730,00:00:00,1.8169,1.8123,1.8240,1.8208
GBPUSD,20040802,00:00:00,1.8229,1.8193,1.8331,1.8243
GBPUSD,20040803,00:00:00,1.8244,1.8171,1.8283,1.8240
GBPUSD,20040804,00:00:00,1.8240,1.8152,1.8261,1.8253
GBPUSD,20040805,00:00:00,1.8253,1.8189,1.8292,1.8235
GBPUSD,20040806,00:00:00,1.8235,1.8202,1.8461,1.8407
GBPUSD,20040809,00:00:00,1.8431,1.8377,1.8440,1.8405
GBPUSD,20040810,00:00:00,1.8405,1.8246,1.8417,1.8259
GBPUSD,20040811,00:00:00,1.8261,1.8249,1.8319,1.8302
GBPUSD,20040812,00:00:00,1.8302,1.8196,1.8354,1.8223
GBPUSD,20040813,00:00:00,1.8224,1.8134,1.8451,1.8424
GBPUSD,20040816,00:00:00,1.8440,1.8374,1.8460,1.8401
GBPUSD,20040817,00:00:00,1.8401,1.8264,1.8434,1.8272
GBPUSD,20040818,00:00:00,1.8272,1.8206,1.8298,1.8235
GBPUSD,20040819,00:00:00,1.8235,1.8197,1.8340,1.8315
GBPUSD,20040820,00:00:00,1.8314,1.8171,1.8332,1.8175
GBPUSD,20040823,00:00:00,1.8196,1.8065,1.8196,1.8070
GBPUSD,20040824,00:00:00,1.8068,1.7884,1.8090,1.7925
GBPUSD,20040825,00:00:00,1.7925,1.7896,1.8009,1.7954
GBPUSD,20040826,00:00:00,1.7953,1.7915,1.7987,1.7964
GBPUSD,20040827,00:00:00,1.7964,1.7889,1.8033,1.7895
GBPUSD,20040830,00:00:00,1.7901,1.7852,1.7974,1.7949
GBPUSD,20040831,00:00:00,1.7948,1.7904,1.8062,1.8026
GBPUSD,20040901,00:00:00,1.8022,1.7891,1.8035,1.7929
GBPUSD,20040902,00:00:00,1.7932,1.7866,1.7970,1.7883
GBPUSD,20040903,00:00:00,1.7883,1.7736,1.7921,1.7749
GBPUSD,20040906,00:00:00,1.7752,1.7744,1.7816,1.7796
GBPUSD,20040907,00:00:00,1.7798,1.7708,1.7845,1.7735
GBPUSD,20040908,00:00:00,1.7735,1.7714,1.7901,1.7861
GBPUSD,20040909,00:00:00,1.7862,1.7813,1.7894,1.7887
GBPUSD,20040910,00:00:00,1.7886,1.7859,1.8023,1.7963
GBPUSD,20040913,00:00:00,1.7983,1.7931,1.8010,1.7967
GBPUSD,20040914,00:00:00,1.7967,1.7941,1.8031,1.7951
GBPUSD,20040915,00:00:00,1.7953,1.7740,1.7976,1.7762
GBPUSD,20040916,00:00:00,1.7759,1.7758,1.7949,1.7924
GBPUSD,20040917,00:00:00,1.7925,1.7891,1.7969,1.7937
GBPUSD,20040920,00:00:00,1.7919,1.7815,1.7922,1.7857
GBPUSD,20040921,00:00:00,1.7857,1.7839,1.8008,1.7967
GBPUSD,20040922,00:00:00,1.7967,1.7873,1.8006,1.7928
GBPUSD,20040923,00:00:00,1.7928,1.7928,1.8041,1.7963
GBPUSD,20040924,00:00:00,1.7963,1.7947,1.8085,1.8039
GBPUSD,20040927,00:00:00,1.8055,1.8030,1.8098,1.8091
GBPUSD,20040928,00:00:00,1.8091,1.8080,1.8159,1.8133
GBPUSD,20040929,00:00:00,1.8133,1.7962,1.8134,1.7995
GBPUSD,20040930,00:00:00,1.7995,1.7953,1.8124,1.8116
GBPUSD,20041001,00:00:00,1.8116,1.7930,1.8130,1.7981
GBPUSD,20041004,00:00:00,1.7974,1.7815,1.7976,1.7839
GBPUSD,20041005,00:00:00,1.7839,1.7802,1.7876,1.7817
GBPUSD,20041006,00:00:00,1.7819,1.7745,1.7884,1.7794
GBPUSD,20041007,00:00:00,1.7793,1.7765,1.7840,1.7821
GBPUSD,20041008,00:00:00,1.7821,1.7815,1.7965,1.7933
GBPUSD,20041011,00:00:00,1.7941,1.7926,1.7985,1.7984
GBPUSD,20041012,00:00:00,1.7984,1.7846,1.7991,1.7912
GBPUSD,20041013,00:00:00,1.7912,1.7840,1.7958,1.7931
GBPUSD,20041014,00:00:00,1.7931,1.7922,1.8040,1.7960
GBPUSD,20041015,00:00:00,1.7960,1.7951,1.8063,1.8032
GBPUSD,20041018,00:00:00,1.8033,1.7948,1.8066,1.7976
GBPUSD,20041019,00:00:00,1.7978,1.7923,1.8052,1.8035
GBPUSD,20041020,00:00:00,1.8035,1.8009,1.8186,1.8168
GBPUSD,20041021,00:00:00,1.8168,1.8153,1.8304,1.8269
GBPUSD,20041022,00:00:00,1.8270,1.8223,1.8316,1.8264
GBPUSD,20041025,00:00:00,1.8299,1.8288,1.8447,1.8417
GBPUSD,20041026,00:00:00,1.8417,1.8330,1.8447,1.8334
GBPUSD,20041027,00:00:00,1.8335,1.8253,1.8434,1.8263
GBPUSD,20041028,00:00:00,1.8264,1.8195,1.8346,1.8301
GBPUSD,20041029,00:00:00,1.8300,1.8282,1.8376,1.8375
GBPUSD,20041101,00:00:00,1.8390,1.8297,1.8410,1.8334
GBPUSD,20041102,00:00:00,1.8334,1.8298,1.8420,1.8412
